RawName,SpeciesName,ScientificName,AphiaID,Family,Order,Class,TaxaGroup
Hexagrammidae,Hexagrammidae,Hexagrammidae,154415,Hexagrammidae,Perciformes,Teleostei,Fish
Hexagrammidae (greenling unid),Hexagrammidae,Hexagrammidae,154415,Hexagrammidae,Perciformes,Teleostei,Fish
Hexagrammos decagrammus,Hexagrammos decagrammus,Hexagrammos decagrammus,240732,Hexagrammidae,Perciformes,Teleostei,Fish
kelp greenling,Hexagrammos decagrammus,Hexagrammos decagrammus,240732,Hexagrammidae,Perciformes,Teleostei,Fish
Kelp Greenling,Hexagrammos decagrammus,Hexagrammos decagrammus,240732,Hexagrammidae,Perciformes,Teleostei,Fish
Kelp Greenling (female),Hexagrammos decagrammus,Hexagrammos decagrammus,240732,Hexagrammidae,Perciformes,Teleostei,Fish
Kelp Greenling (male),Hexagrammos decagrammus,Hexagrammos decagrammus,240732,Hexagrammidae,Perciformes,Teleostei,Fish
Lingcod,Ophiodon elongatus,Ophiodon elongatus,240745,Hexagrammidae,Perciformes,Teleostei,Fish
Ophiodon elongatus,Ophiodon elongatus,Ophiodon elongatus,240745,Hexagrammidae,Perciformes,Teleostei,Fish
Pleurogrammus momopterygius,Pleurogrammus monopterygius,Pleurogrammus monopterygius,282289,Hexagrammidae,Perciformes,Teleostei,Fish
Pleurogrammus monopterygius,Pleurogrammus monopterygius,Pleurogrammus monopterygius,282289,Hexagrammidae,Perciformes,Teleostei,Fish
Pleurogrammus monopterygius (Atka mackerel),Pleurogrammus monopterygius,Pleurogrammus monopterygius,282289,Hexagrammidae,Perciformes,Teleostei,Fish
Rock Greenling,Hexagrammos lagocephalus,Hexagrammos lagocephalus,240735,Hexagrammidae,Perciformes,Teleostei,Fish
Unid. Greenling,Hexagrammidae,Hexagrammidae,154415,Hexagrammidae,Perciformes,Teleostei,Fish
Icosteus aenigmaticus (ragfish),Icosteus aenigmaticus,Icosteus aenigmaticus,281153,Icosteidae,Scombriformes,Teleostei,Fish
Bamboo coral,Keratoisididae,Keratoisididae,1544106,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Horizontal Isididae,Keratoisididae,Keratoisididae,1544106,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Isidella (bamboo coral),Isidella,Isidella,125305,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Isidella cf. tentaculum,Isidella tentaculum,Isidella tentaculum,582522,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Isidella sp,Isidella,Isidella,125305,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Isidella tentaculum,Isidella tentaculum,Isidella tentaculum,582522,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Isididae,Keratoisididae,Keratoisididae,1544106,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Isididae (bamboo coral),Keratoisididae,Keratoisididae,1544106,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Isididae (bamboo),Keratoisididae,Keratoisididae,1544106,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Isididae horizontal,Keratoisididae,Keratoisididae,1544106,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Isididae sp.,Keratoisididae,Keratoisididae,1544106,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Isidiidae,Keratoisididae,Keratoisididae,1544106,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Keratoisididae,Keratoisididae,Keratoisididae,1544106,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Keratoisididae dead,Keratoisididae,Keratoisididae,1544106,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Keratoisididae Dead,Keratoisididae,Keratoisididae,1544106,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Keratoisis sp,Keratoisis,Keratoisis,125306,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Keratoisis sp. (Bamboo coral),Keratoisis,Keratoisis,125306,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Keratoisis sp. (coral),Keratoisis,Keratoisis,125306,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Keratoisis sp.(Bamboo coral),Keratoisis,Keratoisis,125306,Keratoisididae,Scleralcyonacea,Octocorallia,Coral
Allocareproctus sp.,Allocareproctus,Allocareproctus,268260,Liparidae,Perciformes,Teleostei,Fish
Caroproctus furcellus,Careproctus furcellus,Careproctus furcellus,254548,Liparidae,Perciformes,Teleostei,Fish
Elassodiscus caudatus,Elassodiscus caudatus,Elassodiscus caudatus,280629,Liparidae,Perciformes,Teleostei,Fish
Liparidae,Liparidae,Liparidae,234519,Liparidae,Perciformes,Teleostei,Fish
Liparidae (snailfish unid),Liparidae,Liparidae,234519,Liparidae,Perciformes,Teleostei,Fish
Snailfish unid,Liparidae,Liparidae,234519,Liparidae,Perciformes,Teleostei,Fish
Snailfish Unid.,Liparidae,Liparidae,234519,Liparidae,Perciformes,Teleostei,Fish
Unid. Snailfish,Liparidae,Liparidae,234519,Liparidae,Perciformes,Teleostei,Fish
Liponema brevicornis,Liponema brevicornis,Liponema brevicorne,283700,Liponematidae,Actiniaria,Hexacorallia,Other
Liponema brevicornis (Big pink sea anemone),Liponema brevicornis,Liponema brevicorne,283700,Liponematidae,Actiniaria,Hexacorallia,Other
Liponema brevicornis (sea anemone),Liponema brevicornis,Liponema brevicorne,283700,Liponematidae,Actiniaria,Hexacorallia,Other
mounding sea anemone,Liponema brevicornis,Liponema brevicorne,283700,Liponematidae,Actiniaria,Hexacorallia,Other
Golden King Crab,Lithodes aequispinus,Lithodes aequispinus,550622,Lithodidae,Decapoda,Malacostraca,Crab
King crab,Lithodes,Lithodes,106845,Lithodidae,Decapoda,Malacostraca,Crab
King crab unid.,Lithodes,Lithodes,106845,Lithodidae,Decapoda,Malacostraca,Crab
Lithodes aequispinus,Lithodes aequispinus,Lithodes aequispinus,550622,Lithodidae,Decapoda,Malacostraca,Crab
Lithodes aequispinus (golden king),Lithodes aequispinus,Lithodes aequispinus,550622,Lithodidae,Decapoda,Malacostraca,Crab
Lithodes couesi,Lithodes couesi,Lithodes couesi,550625,Lithodidae,Decapoda,Malacostraca,Crab
Lithodes couesi (scarlet king),Lithodes couesi,Lithodes couesi,550625,Lithodidae,Decapoda,Malacostraca,Crab
Lithodes sp,Lithodes,Lithodes,106845,Lithodidae,Decapoda,Malacostraca,Crab
Lithodes sp.,Lithodes,Lithodes,106845,Lithodidae,Decapoda,Malacostraca,Crab
Lithodidae,Lithodes,Lithodes,106845,Lithodidae,Decapoda,Malacostraca,Crab
Lithodoidae,Lithodes,Lithodes,106845,Lithodidae,Decapoda,Malacostraca,Crab
Lithodoidae (king crab),Lithodes,Lithodes,106845,Lithodidae,Decapoda,Malacostraca,Crab
Lopholithodes,Lopholithodes,Echidnocerus,378124,Lithodidae,Decapoda,Malacostraca,Crab
Lopholithodes foraminatus,Lopholithodes foraminatus,Lopholithodes foraminatus,378125,Lithodidae,Decapoda,Malacostraca,Crab
Paralithodes sp,Paralithodes,Paralithodes,106847,Lithodidae,Decapoda,Malacostraca,Crab
Paralithodes sp.,Paralithodes,Paralithodes,106847,Lithodidae,Decapoda,Malacostraca,Crab
Scarlet King Crab,Lithodes couesi,Lithodes couesi,550625,Lithodidae,Decapoda,Malacostraca,Crab
 Macrouridae (grenadier unid),Macrouridae,Macrouridae,125471,Macrouridae,Gadiformes,Teleostei,Fish
Albatrossia pectoralis,Albatrossia pectoralis,Albatrossia pectoralis,236135,Macrouridae,Gadiformes,Teleostei,Fish
Albatrossia pectoralis (giant gren),Albatrossia pectoralis,Albatrossia pectoralis,236135,Macrouridae,Gadiformes,Teleostei,Fish
Albatrossia pectoralis (giant grenadier),Albatrossia pectoralis,Albatrossia pectoralis,236135,Macrouridae,Gadiformes,Teleostei,Fish
Coryphaenoides acrolepis,Coryphaenoides acrolepis,Coryphaenoides acrolepis,272313,Macrouridae,Gadiformes,Teleostei,Fish
Coryphaenoides cinereus,Coryphaenoides cinereus,Coryphaenoides cinereus,272326,Macrouridae,Gadiformes,Teleostei,Fish
Coryphaenoides cinereus (Popeye grenadier),Coryphaenoides cinereus,Coryphaenoides cinereus,272326,Macrouridae,Gadiformes,Teleostei,Fish
Coryphaenoides cinereus (popeye),Coryphaenoides cinereus,Coryphaenoides cinereus,272326,Macrouridae,Gadiformes,Teleostei,Fish
Coryphaenoides cinerus,Coryphaenoides cinereus,Coryphaenoides cinereus,272326,Macrouridae,Gadiformes,Teleostei,Fish
Coryphaenoides sp,Coryphaenoides,Coryphaenoides,125748,Macrouridae,Gadiformes,Teleostei,Fish
Giant grenadier,Albatrossia pectoralis,Albatrossia pectoralis,236135,Macrouridae,Gadiformes,Teleostei,Fish
Grenadier unid,Macrouridae,Macrouridae,125471,Macrouridae,Gadiformes,Teleostei,Fish
Macrouridae,Macrouridae,Macrouridae,125471,Macrouridae,Gadiformes,Teleostei,Fish
Macrouridae (grenadier unid),Macrouridae,Macrouridae,125471,Macrouridae,Gadiformes,Teleostei,Fish
Macrouridae (grenadier),Macrouridae,Macrouridae,125471,Macrouridae,Gadiformes,Teleostei,Fish
Pacific grenadier,Coryphaenoides acrolepis,Coryphaenoides acrolepis,272313,Macrouridae,Gadiformes,Teleostei,Fish
Popeye grenadier,Coryphaenoides cinereus,Coryphaenoides cinereus,272326,Macrouridae,Gadiformes,Teleostei,Fish
Alaskagorgia aleutiana,Alaskagorgia aleutiana,Alaskagorgia aleutiana,289377,Malacalcyonacea incertae sedis,Malacalcyonacea,Octocorallia,Coral
Alaskagorgia/Cryogorgia,Alaskagorgia,Alaskagorgia,267210,Malacalcyonacea incertae sedis,Malacalcyonacea,Octocorallia,Coral
Calcigorgia,Calcigorgia,Calcigorgia,378315,Malacalcyonacea incertae sedis,Malacalcyonacea,Octocorallia,Coral
Calcigorgia beringi,Calcigorgia beringi,Calcigorgia beringi,520678,Malacalcyonacea incertae sedis,Malacalcyonacea,Octocorallia,Coral
Calcigorgia sp,Calcigorgia,Calcigorgia,378315,Malacalcyonacea incertae sedis,Malacalcyonacea,Octocorallia,Coral
calcigorgia sp,Calcigorgia,Calcigorgia,378315,Malacalcyonacea incertae sedis,Malacalcyonacea,Octocorallia,Coral
Calcigorgia sp.,Calcigorgia,Calcigorgia,378315,Malacalcyonacea incertae sedis,Malacalcyonacea,Octocorallia,Coral
Calcigorgia sp. (coral),Calcigorgia,Calcigorgia,378315,Malacalcyonacea incertae sedis,Malacalcyonacea,Octocorallia,Coral
Calcigorgia spiculifera,Calcigorgia spiculifera,Calcigorgia spiculifera,378316,Malacalcyonacea incertae sedis,Malacalcyonacea,Octocorallia,Coral
Cryogorgia koolsae,Cryogorgia koolsae,Cryogorgia koolsae,289747,Malacalcyonacea incertae sedis,Malacalcyonacea,Octocorallia,Coral
Cryogorgia sp.,Cryogorgia,Cryogorgia,267349,Malacalcyonacea incertae sedis,Malacalcyonacea,Octocorallia,Coral
Antimora microlepis,Antimora microlepis,Antimora microlepis,272460,Moridae,Gadiformes,Teleostei,Fish
Munida quadrispina,Munida quadrispina,Grimothea quadrispina,392422,Munididae,Decapoda,Malacostraca,Other
Diaphus theta,Diaphus theta,Diaphus theta,272694,Myctophidae,Myctophiformes,Teleostei,Fish
Lampanyctus sp,Lampanyctus sp,Lampanyctus sp,125825,Myctophidae,Myctophiformes,Teleostei,Fish
Myctophidae,Myctophidae,Myctophidae,125498,Myctophidae,Myctophiformes,Teleostei,Fish
Alcyonacea,Octocorallia,Octocorallia,1365,NA,Alcyonacea,Octocorallia,Soft coral
Alcyonacea Unid.,Alcyonacea,Octocorallia,1365,NA,Alcyonacea,Octocorallia,Soft coral
Antipatharia,Antipatharia,Antipatharia,22549,NA,Antipatharia,Hexacorallia,Coral
Antipatharia (order) unidentified,Antipatharia,Antipatharia,22549,NA,Antipatharia,Hexacorallia,Coral
Antipatharia dead,Antipatharia,Antipatharia,22549,NA,Antipatharia,Hexacorallia,Coral
Ask Rachel,NA,NA,NA,NA,NA,NA,Check ID
Asteroidea,Asteroidea,Asteroidea,123080,NA,NA,Asteroidea,Other
Asteroidea (sea star),Asteroidea,Asteroidea,123080,NA,NA,Asteroidea,Other
Calcarea,Calcarea,Calcarea,559,NA,NA,Calcarea,Sponge
Cephalopod,Cephalopoda,Cephalopoda,11707,NA,NA,Cephalopoda,Other
Cephalopoda,Cephalopoda,Cephalopoda,11707,NA,NA,Cephalopoda,Other
Check ID,NA,NA,NA,NA,NA,NA,Check ID
check ID,NA,NA,NA,NA,NA,NA,Check ID
Clupeiformes,Clupeiformes,Clupeiformes,10297,NA,Clupeiformes,Teleostei,Fish
Unid. Clupeiformes,Clupeiformes,Clupeiformes,10297,NA,Clupeiformes,Teleostei,Fish
CORAL,Gorgonacea,Octocorallia,1366,NA,Gorgonacea,Octocorallia,Coral
Coral dead,Gorgonacea,Octocorallia,1366,NA,Gorgonacea,Octocorallia,Coral
Scleralcyonacea,Scleralcyonacea,Scleralcyonacea,1609355,NA,Scleralcyonacea,Octocorallia,Soft coral
Cottoidei,Cottoidei,Cottoidei,154417,NA,Perciformes,Teleostei,Fish
Crab unid,Decapoda,Decapoda,1130,NA,Decapoda,Malacostraca,Crab
crab unid,Decapoda,Decapoda,1130,NA,Decapoda,Malacostraca,Crab
Crab Unid,Decapoda,Decapoda,1130,NA,Decapoda,Malacostraca,Crab
damaged coral,Gorgonacea,Octocorallia,1366,NA,Gorgonacea,Octocorallia,Coral
Decapoda,Decapoda,Decapoda,1130,NA,Decapoda,Malacostraca,Crab
Decapoda (crab),Decapoda,Decapoda,1130,NA,Decapoda,Malacostraca,Crab
Decapodiformes (squid/octopus unid,Decapodiformes,Decapodiformes,325342,NA,NA,Cephalopoda,Other
Decopod (crab unid),Decapoda,Decapoda,1130,NA,Decapoda,Malacostraca,Crab
Demosponge,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
demosponge,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Demosponge - dead/fallen over,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Demosponge dead/horizontal,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Demosponge sp.,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Demosponge unid,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Demosponge unidentified,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
"Demospongia -fallen over, branching",Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Demospongiae,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Demospongiae upright,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
"Demospongia-fallen over, branching",Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
derelict fishing gear,derelict fishing gear,NA,NA,NA,NA,NA,Other
Dying Demosponge,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Dying Hexactinellid,Hexactinellida,Hexactinellida,22612,NA,NA,Hexactinellida,Sponge
Dying Porifera,Porifera,Porifera,558,NA,NA,NA,Sponge
Fish,Teleostei,Teleostei,293496,NA,NA,Teleostei,Fish
FISH,Teleostei,Teleostei,293496,NA,NA,Teleostei,Fish
Fish unid,Teleostei,Teleostei,293496,NA,NA,Teleostei,Fish
Fish Unid,Teleostei,Teleostei,293496,NA,NA,Teleostei,Fish
fish unid,Teleostei,Teleostei,293496,NA,NA,Teleostei,Fish
fish unid.,Teleostei,Teleostei,293496,NA,NA,Teleostei,Fish
Fish Unid.,Teleostei,Teleostei,293496,NA,NA,Teleostei,Fish
flatfish,Pleuronectiformes,Pleuronectiformes,10331,NA,Pleuronectiformes,Teleostei,Fish
Flatfish sp.,Pleuronectiformes,Pleuronectiformes,10331,NA,Pleuronectiformes,Teleostei,Fish
Flatfish Unid,Pleuronectiformes,Pleuronectiformes,10331,NA,Pleuronectiformes,Teleostei,Fish
Flatfish unid,Pleuronectiformes,Pleuronectiformes,10331,NA,Pleuronectiformes,Teleostei,Fish
flatfish unid,Pleuronectiformes,Pleuronectiformes,10331,NA,Pleuronectiformes,Teleostei,Fish
Flatfish unid.,Pleuronectiformes,Pleuronectiformes,10331,NA,Pleuronectiformes,Teleostei,Fish
flatfish unid.,Pleuronectiformes,Pleuronectiformes,10331,NA,Pleuronectiformes,Teleostei,Fish
Flatfish Unid.,Pleuronectiformes,Pleuronectiformes,10331,NA,Pleuronectiformes,Teleostei,Fish
Garbage,NA,NA,NA,NA,NA,NA,Other
"Garbage, crab pot escape port",NA,NA,NA,NA,NA,NA,Other
Gorgonacea,Gorgonacea,Octocorallia,1366,NA,Gorgonacea,Octocorallia,Coral
Gorgonacea (unidentified),Gorgonacea,Octocorallia,1366,NA,Gorgonacea,Octocorallia,Coral
HeightOffBottom,NA,NA,NA,NA,NA,NA,Scene
Hexactinellid,Hexactinellida,Hexactinellida,22612,NA,NA,Hexactinellida,Sponge
Hexactinellid sp.,Hexactinellida,Hexactinellida,22612,NA,NA,Hexactinellida,Sponge
Hexactinellid sponge,Hexactinellida,Hexactinellida,22612,NA,NA,Hexactinellida,Sponge
hexactinellid sponge,Hexactinellida,Hexactinellida,22612,NA,NA,Hexactinellida,Sponge
Hexactinellid sponge unidentified,Hexactinellida,Hexactinellida,22612,NA,NA,Hexactinellida,Sponge
Hexactinellida,Hexactinellida,Hexactinellida,22612,NA,NA,Hexactinellida,Sponge
Hexactinellida upright,Hexactinellida,Hexactinellida,22612,NA,NA,Hexactinellida,Sponge
Hexactinellida upright dead,Hexactinellida,Hexactinellida,22612,NA,NA,Hexactinellida,Sponge
Hexactinellidae,Hexactinellida,Hexactinellida,22612,NA,NA,Hexactinellida,Sponge
Hexacorallia unid,Hexacorallia,Hexacorallia,1340,NA,NA,Hexacorallia,Soft coral
Holothuroidea (sea cucumber),Holothuroidea,Holothuroidea,123083,NA,NA,Holothuroidea,Other
Horizantal Demosponge,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Hydroid,Hydrozoa,Hydrozoa,1337,NA,NA,Hydrozoa,Other
Longline,NA,NA,NA,NA,NA,NA,Other
longline gear,longline gear,NA,NA,NA,NA,NA,Other
Malacalcyonacea,Malacalcyonacea,Malacalcyonacea,1609357,NA,Malacalcyonacea,Octocorallia,Coral
marine debris,marine debris,NA,NA,NA,NA,NA,Other
Neptheidae sp,Alcyonacea,Octocorallia,1365,NA,Alcyonacea,Octocorallia,Soft coral
Nudibranch,Nudibranchia,Nudibranchia,1762,NA,Nudibranchia,Gastropoda,Other
nudibranch,Nudibranchia,Nudibranchia,1762,NA,Nudibranchia,Gastropoda,Other
Nudibranchia,Nudibranchia,Nudibranchia,1762,NA,Nudibranchia,Gastropoda,Other
Octocorallia,Octocorallia,Octocorallia,1341,NA,NA,Octocorallia,Coral
Octopoda,Octopoda,Octopoda,11718,NA,Octopoda,Cephalopoda,Other
other,NA,NA,NA,NA,NA,NA,Other
Other,NA,NA,NA,NA,NA,NA,Other
Pennatulacea,Pennatulacea,Pennatuloidea,1367,NA,Pennatulacea,Octocorallia,Pennatulacean
Pennatulacean,Pennatulacea,Pennatuloidea,1367,NA,Pennatulacea,Octocorallia,Pennatulacean
Pennatulacean?,Pennatulacea,Pennatuloidea,1367,NA,Pennatulacea,Octocorallia,Pennatulacean
Pennatulidae,Pennatulacea,Pennatuloidea,1367,NA,Pennatulacea,Octocorallia,Pennatulacean
Pleuronectiformes,Pleuronectiformes,Pleuronectiformes,10331,NA,Pleuronectiformes,Teleostei,Fish
Pleuronectiformes (flatfish),Pleuronectiformes,Pleuronectiformes,10331,NA,Pleuronectiformes,Teleostei,Fish
Point1,NA,NA,NA,NA,NA,NA,Scene
Point10,NA,NA,NA,NA,NA,NA,Scene
Point2,NA,NA,NA,NA,NA,NA,Scene
Point3,NA,NA,NA,NA,NA,NA,Scene
Point4,NA,NA,NA,NA,NA,NA,Scene
Point5,NA,NA,NA,NA,NA,NA,Scene
Point6,NA,NA,NA,NA,NA,NA,Scene
Point7,NA,NA,NA,NA,NA,NA,Scene
Point8,NA,NA,NA,NA,NA,NA,Scene
Point9,NA,NA,NA,NA,NA,NA,Scene
Porifera,Porifera,Porifera,558,NA,NA,NA,Sponge
Porifera (sponge unid),Porifera,Porifera,558,NA,NA,NA,Sponge
Porifera upright,Porifera,Porifera,558,NA,NA,NA,Sponge
Porifera upright dead,Porifera,Porifera,558,NA,NA,NA,Sponge
Pteropod?,Opisthobranchia,Opisthobranchia,382226,NA,NA,Gastropoda,Other
Pycnogonid,Pycnogonida,Pycnogonida,1302,NA,NA,Pycnogonida,Other
Pycnogonida (sea spider),Pycnogonida,Pycnogonida,1302,NA,NA,Pycnogonida,Other
roundfish unid,Teleostei,Teleostei,293496,NA,NA,Teleostei,Fish
roundfish unid.,Teleostei,Teleostei,293496,NA,NA,Teleostei,Fish
SceneMeasurement,NA,NA,NA,NA,NA,NA,Scene
SceneRange,NA,NA,NA,NA,NA,NA,Scene
Scleractinia,Scleractinia,Scleractinia,1363,NA,Scleractinia,Hexacorallia,Soft coral
Sea cucumber,Holothuroidea,Holothuroidea,123083,NA,NA,Holothuroidea,Other
Sea urchin,Echinoidea,Echinoidea,123082,NA,NA,Echinoidea,Other
Shrimp Unid.,Caridea,Caridea,106674,NA,Decapoda,Malacostraca,Other
Sponge dead,Porifera,Porifera,558,NA,NA,NA,Sponge
Squid,Cephalopoda,Cephalopoda,11707,NA,NA,Cephalopoda,Other
squid,Cephalopoda,Cephalopoda,11707,NA,NA,Cephalopoda,Other
Squid unid.,Cephalopoda,Cephalopoda,11707,NA,NA,Cephalopoda,Other
squid unid.,Cephalopoda,Cephalopoda,11707,NA,NA,Cephalopoda,Other
Starfish Unid,Asteroidea,Asteroidea,123080,NA,NA,Asteroidea,Other
trawl tracks,trawl tracks,NA,NA,NA,NA,NA,Other
Unid Crab,Decapoda,Decapoda,1130,NA,Decapoda,Malacostraca,Crab
Unid Fish,Teleostei,Teleostei,293496,NA,NA,Teleostei,Fish
Unid Gorgonian,Gorgonacea,Octocorallia,1366,NA,Gorgonacea,Octocorallia,Coral
Unid. Crab,Decapoda,Decapoda,1130,NA,Decapoda,Malacostraca,Crab
Unid. Fish,Teleostei,Teleostei,293496,NA,NA,Teleostei,Fish
Unid. Flatfish,Pleuronectiformes,Pleuronectiformes,10331,NA,Pleuronectiformes,Teleostei,Fish
Unid. Gorgonian,Gorgonacea,Octocorallia,1366,NA,Gorgonacea,Octocorallia,Coral
Unid. Octocoral,Gorgonacea,Octocorallia,1366,NA,Gorgonacea,Octocorallia,Coral
Unid. Pennatulacea,Pennatulacea,Pennatuloidea,1367,NA,Pennatulacea,Octocorallia,Pennatulacean
Unid. Pennatulacean,Pennatulacea,Pennatuloidea,1367,NA,Pennatulacea,Octocorallia,Pennatulacean
Unid. Roundfish,Teleostei,Teleostei,293496,NA,NA,Teleostei,Fish
Upright Calcarea,Calcarea,Calcarea,559,NA,NA,Calcarea,Sponge
Upright Clacarea,Calcarea,Calcarea,559,NA,NA,Calcarea,Sponge
Upright Demo Ball,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Upright Demo Ball ,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Upright Demosponge,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Upright demosponge,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Upright Demospongia,Demospongiae,Demospongiae,164811,NA,NA,Demospongiae,Sponge
Upright Hexactinellid,Hexactinellida,Hexactinellida,22612,NA,NA,Hexactinellida,Sponge
Upright Hexactinellidae,Hexactinellida,Hexactinellida,22612,NA,NA,Hexactinellida,Sponge
whale fall,whale fall,NA,NA,NA,NA,NA,Other
Zoarcoidei,Zoarcoidei,Zoarcoidei,151739,NA,Perciformes,Teleostei,Fish
Zoantharia,Zoantharia,Zoantharia,607338,NA,Zoantharia,Hexacorallia,Soft coral
Octopus,Octopodidae,Octopodidae,11782,Octopodidae,Octopoda,Cephalopoda,Other
octopus,Octopodidae,Octopodidae,11782,Octopodidae,Octopoda,Cephalopoda,Other
Octopus unid,Octopodidae,Octopodidae,11782,Octopodidae,Octopoda,Cephalopoda,Other
Octopus Unid.,Octopodidae,Octopodidae,11782,Octopodidae,Octopoda,Cephalopoda,Other
OCTOPUS!!!!,Octopodidae,Octopodidae,11782,Octopodidae,Octopoda,Cephalopoda,Other
Dumbo octopus,Opisthoteuthis,Opisthoteuthis,138294,Opisthoteuthidae,Octopoda,Cephalopoda,Other
Opisthoteuthis californiana,Opisthoteuthis californiana,Opisthoteuthis californiana,342092,Opisthoteuthidae,Octopoda,Cephalopoda,Other
Opisthoteuthis californiana (flapjack devilfish),Opisthoteuthis californiana,Opisthoteuthis californiana,342092,Opisthoteuthidae,Octopoda,Cephalopoda,Other
Opisthoteuthis sp (flapjack octopus),Opisthoteuthis,Opisthoteuthis,138294,Opisthoteuthidae,Octopoda,Cephalopoda,Other
Bairdi Tanner Crab,Chionoecetes bairdi,Chionoecetes bairdi,368558,Oregoniidae,Decapoda,Malacostraca,Crab
Chionecetes bairdi,Chionoecetes,Chionoecetes,106898,Oregoniidae,Decapoda,Malacostraca,Crab
Chionecetes sp,Chionoecetes,Chionoecetes,106898,Oregoniidae,Decapoda,Malacostraca,Crab
Chionecetes sp.,Chionoecetes,Chionoecetes,106898,Oregoniidae,Decapoda,Malacostraca,Crab
Chionocetes sp.,Chionoecetes,Chionoecetes,106898,Oregoniidae,Decapoda,Malacostraca,Crab
Chionoecetes sp,Chionoecetes,Chionoecetes,106898,Oregoniidae,Decapoda,Malacostraca,Crab
Chionoecetes sp.,Chionoecetes,Chionoecetes,106898,Oregoniidae,Decapoda,Malacostraca,Crab
Chionoecetes tanneri,Chionoecetes tanneri,Chionoecetes tanneri,442165,Oregoniidae,Decapoda,Malacostraca,Crab
Chionoecetes unid,Chionoecetes,Chionoecetes,106898,Oregoniidae,Decapoda,Malacostraca,Crab
Hyas or Oregonia (crab),Hyas,Hyas,106903,Oregoniidae,Decapoda,Malacostraca,Crab
Hyas sp,Hyas,Hyas,106903,Oregoniidae,Decapoda,Malacostraca,Crab
Hyas sp.,Hyas,Hyas,106903,Oregoniidae,Decapoda,Malacostraca,Crab
Oregoniidae,Oregoniidae,Oregoniidae,368557,Oregoniidae,Decapoda,Malacostraca,Crab
Oregoniidae (crab unid),Oregoniidae,Oregoniidae,368557,Oregoniidae,Decapoda,Malacostraca,Crab
Tanner crab,Chionoecetes,Chionoecetes,106898,Oregoniidae,Decapoda,Malacostraca,Crab
Tanner Crab,Chionoecetes,Chionoecetes,106898,Oregoniidae,Decapoda,Malacostraca,Crab
Tanner Crab Unid.,Chionoecetes,Chionoecetes,106898,Oregoniidae,Decapoda,Malacostraca,Crab
Unid. Tanner Crab,Chionoecetes,Chionoecetes,106898,Oregoniidae,Decapoda,Malacostraca,Crab
Capelin,Mallotus villosus,Mallotus villosus,126735,Osmeridae,Osmeriformes,Teleostei,Fish
Osmeridae,Osmeridae,Osmeridae,125513,Osmeridae,Osmeriformes,Teleostei,Fish
Smelt,Osmeridae,Osmeridae,125513,Osmeridae,Osmeriformes,Teleostei,Fish
Smelt Unid.,Osmeridae,Osmeridae,125513,Osmeridae,Osmeriformes,Teleostei,Fish
Elassochirus sp.,Elassochirus,Elassochirus,366319,Paguridae,Decapoda,Malacostraca,Other
Hermit Crab,Paguridae,Paguridae,106738,Paguridae,Decapoda,Malacostraca,Crab
Paguridae (hermit crab),Paguridae,Paguridae,106738,Paguridae,Decapoda,Malacostraca,Crab
Paguridae (hermit),Paguridae,Paguridae,106738,Paguridae,Decapoda,Malacostraca,Crab
Paguroidea,Paguridae,Paguridae,106738,Paguridae,Decapoda,Malacostraca,Crab
