species_code,ssid,raw_species,raw_common,aphiaID,TSN
71731,ak,Latisipho hallii,shrew whelk,491061,NA
71731,ak,Colus hallii,shrew whelk,491061,NA
71732,ak,Anomalisipho verkruezeni,,490701,NA
71733,ak,Colus bristolensis,,580872,73903
71733,ak,Colus barbarinus,,580872,73903
71734,ak,Aulacofusus trophius,,724323,NA
71734,ak,Colus trophius,,724323,NA
71735,ak,Latisipho,,490537,NA
71739,ak,Habevolutopsius attenuatus,attenuate melon whelk,491022,567645
71741,ak,Japelion,,490529,656325
71742,ak,Boreancistrolepis excelsus,,1699077,NA
71743,ak,Japelion B,,490529,656325
71745,ak,Laevisipho galaxaios,,1699257,NA
71746,ak,Laevisipho kessleri,,1699258,NA
71747,ak,Pyrulofusus,,254377,74043
71748,ak,Habevolutopsius hirasei,,423415,656326
71749,ak,Pyrulofusus dexius,,491408,568243
71750,ak,Volutopsius,,137715,74046
71753,ak,Pyrulofusus deformis,warped whelk,254378,74045
71755,ak,Pyrulofusus harpa,left-hand whelk,491324,74044
71756,ak,Volutopsius fragilis,fragile whelk,491385,74059
71757,ak,Volutopsius regularis,regular whelk,491388,74056
71760,ak,Volutopsius castaneus,volute whelk,254481,74057
71760,ak,Volutopsius castanea,volute whelk,254481,74057
71761,ak,Pyrulofusus melonis,,491325,568244
71762,ak,Volutopsius simplex,simple whelk,510379,74050
71763,ak,Volutopsius stefanssoni,shouldered whelk,510380,74047
71764,ak,Volutopsius middendorffi,tulip whelk,491386,NA
71765,ak,Volutopsius trophonius,frilled whelk,491389,74052
71766,ak,Volutopsius pallidus,,491387,568463
71767,ak,Crebrivolutopsius labidentatus,,1699274,NA
71768,ak,Volutopsius nanus,,1699260,NA
71769,ak,Beringius,,137699,73875
71770,ak,Beringius kennicottii,,580830,73878
71771,ak,Neoberingius frielei,,580900,567936
71772,ak,Beringius behringii,Bering beringius,160112,567278
71773,ak,Beringius aleuticus,,1699080,NA
71773,ak,Aleutijapelion aleuticus,,1699080,NA
71774,ak,Beringius stimpsoni,,490767,73882
71775,ak,Beringius crebricostatus,thick-cord whelk,254474,73876
71776,ak,Beringius undatus,,490768,567279
71778,ak,Neptunea baxteri,Baxter Beringius,1699247,NA
71779,ak,Beringius bisulcatus,two-channeled Beringius,1699150,NA
71780,ak,Beringius eyerdami,,490763,73883
71781,ak,Beringius incisus,,1699151,NA
71782,ak,Beringius aurulentus,,1699157,NA
71783,ak,Exiloberingius fragilis,,1699241,NA
71784,ak,Beringius undataformis,,1699159,NA
71785,ak,Beringius amliensis,,1699149,NA
71786,ak,Beringius G (McLean and Clark),,490768,567279
71788,ak,Neptunea dominator,,1699248,NA
71789,ak,Beringius nearensis,,1699147,NA
71790,ak,Neoberingius,,575806,567065
71792,ak,Beringius J (McLean and Clark),,137699,73875
71793,ak,Beringius K (McLean and Clark),,137699,73875
71794,ak,Beringius marshalli,Marshall's neptune,576318,73880
71795,ak,Calinaticina oldroydii,,580690,72983
71798,ak,Volutharpa ampullacea,paper whelk,491383,73823
71800,ak,Neptunea,,137710,73975
71802,ak,Neptunea phoenicea,,580903,567954
71803,ak,Neptunea meridionalis,,491180,NA
71810,ak,Neptunea amianta,white neptune,423554,73989
71811,ak,Neptunea smirnia,,491189,73988
71812,ak,Cartilagovelutina beringensis,,556051,NA
71820,ak,Neptunea pribiloffensis,Pribilof whelk,491185,73990
71822,ak,Neptunea tabulata,tabled whelk,491192,74022
71835,ak,Neptunea borealis,,254478,73997
71835,ak,Neptunea communis borealis,,254478,73997
71840,ak,Neptunea middendorffiana,,160405,73987
71850,ak,Neptunea eulimata,,491167,656336
71866,ak,Neptunea stilesi,,491190,74021
71870,ak,Neptunea lyrata,lyre whelk,254477,73977
71881,ak,Neptunea ithia,,491174,656337
71882,ak,Neptunea ventricosa,fat whelk,156264,73986
71883,ak,Neptunea insularis,,491172,74004
71884,ak,Neptunea heros,,254479,74007
71885,ak,Neptunea E (Clark and McLean),,137710,73975
71886,ak,Clinopegma magnum,helmet whelk,490909,567374
71887,ak,Neptunea aleutica,,1699246,NA
71888,ak,Neptunea vesteraalen,,1699253,NA
71889,ak,Neptunea petrelensis,,1699250,NA
71890,ak,Plicifusus,,254387,74026
71891,ak,Plicifusus kroyeri,,491269,NA
71891,ak,Colus kroyeri,,491269,NA
71892,ak,Colus incisus,,596547,NA
71892,ak,Plicifusus olivaceus,,596547,NA
71893,ak,Colus brunneus,brown whelk,580850,NA
71893,ak,Retifusus jessoensis,brown whelk,580850,NA
71894,ak,Colus verkruezeni,,138908,656335
71895,ak,Colus callorhinus,,862576,NA
71895,ak,Plicifusus rodgersi,,862576,NA
71896,ak,Plicifusus oceanodromae,seahorse whelk,491275,74038
71896,ak,Colus oceanodromae,seahorse whelk,491275,74038
71897,ak,Retifusus virens,,580848,NA
71897,ak,Colus virens,,580848,NA
71898,ak,Colus stejnegeri,,1363664,NA
71898,ak,Volutopsius stejnegeri,,1363664,NA
71899,ak,Plicifusus A (Clark and McLean),,254387,74026
71900,ak,Colus griseus,gray whelk,573254,567383
71901,ak,Sulcosinus taphrium,sulcated whelk,833966,NA
71902,ak,Plicifusus johanseni,,576314,74029
71904,ak,Exilioidea rectirostris,,463447,73955
71905,ak,Exilioidea kelseyi,,580828,73956
71906,ak,Retimohnia robusta,,491335,685700
71910,ak,Liomesus,,137708,73957
71911,ak,Pseudoliomesus ooides,egg whelk,491320,656339
71912,ak,Pseudoliomesus canaliculatus,,576306,NA
71913,ak,Pseudoliomesus nassula,basket whelk,491319,NA
71913,ak,Liomesus nassula,basket whelk,491319,NA
71915,ak,Neptunea D (Clark and McLean),,137710,73975
71916,ak,Neptunea alexeyevi,sinuous neptune,457369,NA
71917,ak,Neptunea G (Clark and McLean),,137710,73975
71925,ak,Aulacofusus tanagaensis,,1699244,NA
71926,ak,Aulacofusus canaliculatus,,1699243,NA
71960,ak,Ancistrolepis,,248331,73868
72019,ak,Antiplanes,,432398,74778
72020,ak,Antiplanes catalinae,,433018,74791
72021,ak,Antiplanes thalaea,,433031,NA
72022,ak,Antiplanes piona,,716832,74786
72023,ak,Antiplanes vinosa,,433032,NA
72024,ak,Antiplanes A (Clark and McLean),,432398,74778
72026,ak,Rectiplanes A (Clark and McLean),,1042618,NA
72027,ak,Plicifusus bambusus,,491262,NA
72030,ak,Suavodrillia kennicotti,,434998,568331
72058,ak,Turridae,turrid snails,152,74555
72059,ak,Aforia,,196995,75202
72060,ak,Aforia goodei,,432906,656353
72062,ak,Aforia kincaidi,Kinkaid Aforia,432910,NA
72063,ak,Aforia circinata,keeled Aforia,432904,75203
72064,ak,Epitonium,,137943,72233
72065,ak,Boreoscala greenlandica,Greenland wentletrap,523706,72358
72066,ak,Epitonium indianorum,money wentletrap,523885,72244
72067,ak,Boreoscala,,391167,72357
72070,ak,Carinoturris fortis,,433203,74923
72071,ak,Acirsa borealis,Aleutian wentletrap,159951,NA
72100,ak,Oenopota,,137826,74651
72103,ak,Oenopota harpa,,139320,74665
72104,ak,Propebela nobilis,,160450,568137
72105,ak,Propebela fidicula,,423690,568134
72106,ak,Oenopota elegans,,139317,74666
72130,ak,Mangelia carlottae,,434330,74585
72181,ak,Obesotoma simplex,,139307,74734
72182,ak,Obesotoma tenuilirata,,423564,567991
72183,ak,Curtitoma decussata,,160236,567441
72300,ak,Capulidae,,139,72606
72301,ak,Turritropis cryptis,,1583791,NA
72302,ak,Trichotropis borealis,,714762,NA
72302,ak,Ariadnaria borealis,,714762,NA
72303,ak,Ariadnaria insignis,gray hairysnail,576324,NA
72303,ak,Trichotropis insignis,gray hairysnail,576324,NA
72304,ak,Neoiphinoe coronata,crowned hairysnail,576321,NA
72305,ak,Trichotropis bicarinata,two-keel hairysnail,160421,72597
72306,ak,Trichotropis cancellata,,580665,72600
72307,ak,Trichotropis conica,,1583795,NA
72307,ak,Ariadnaria conica,,1583795,NA
72308,ak,Trichotropis,,137731,72596
72370,ak,Neoiphinoe kroyeri,Kroyer hairy snail,180996,NA
72371,ak,Neoiphinoe permabilis,,576327,NA
72372,ak,Neoiphinoe echinata,,574242,NA
72380,ak,Torellivelutina ammonia,rams-horn snail,580681,NA
72381,ak,Torellia,hairysnails,137730,72590
72382,ak,Torellia lanata,,593374,NA
72386,ak,Scabrotrophon norafosterae,,1329514,NA
72387,ak,Scabrotrophon trifidus,,1329515,NA
72388,ak,Scabrotrophon lima,,1329507,NA
72389,ak,Scabrotrophon buldirensis,,1329499,NA
72390,ak,Scabrotrophon E (Clark and McLean),,147145,567123
72393,ak,Scabrotrophon maltzani,,399334,568274
72394,ak,Scabrotrophon clarki,,399311,568271
72395,ak,Nipponotrophon scitulus,spiny trophon,1332407,NA
72395,ak,Scabrotrophon scitulus,spiny trophon,1332407,NA
72396,ak,Scabrotrophon rossicus,,459325,NA
72397,ak,Scabrotrophon densicostatus,,399312,655971
72398,ak,Scabrotrophon scarlatoi,,399318,655973
72399,ak,Scabrotrophon,,147145,567123
72401,ak,Boreotrophon beringi,Bering trophon,398892,73345
72402,ak,Boreotrophon alaskanus,Alaskan trophon,398880,567287
72403,ak,Nodulotrophon coronatus,,399228,NA
72404,ak,Boreotrophon rotundatus,rotund trophon,398935,73354
72405,ak,Boreotrophon elegantulus,,1329549,NA
72405,ak,Warenia elegantula,,1329549,NA
72406,ak,Boreotrophon clathratus,clathrate trophon,146732,73331
72407,ak,Scabrotrophon stuarti,winged trophon,1329504,NA
72408,ak,Boreotrophon kamchatkanus,Kamchatka trophon,1671872,NA
72409,ak,Boreotrophon multicostatus,ribbed trophon,398930,73332
72420,ak,Boreotrophon,,146731,73330
72421,ak,Boreotrophon pacificus,,398932,73336
72423,ak,Ceratostoma foliatum,foliate thornmouth,240767,73240
72436,ak,Nipponotrophon exquisitus,,1329547,NA
72500,ak,Fusitriton oregonensis,Oregon triton,476496,73018
72501,ak,Fusitriton,,390535,73017
72510,ak,Trochidae,trochid,443,69794
72511,ak,Calliostoma,,138584,69795
72512,ak,Akoya platinum,silvery topsnail,1324693,NA
72512,ak,Calliostoma platinum,silvery topsnail,1324693,NA
72514,ak,Calliostoma variegatum,,580418,69799
72515,ak,Tegula pulligo,,534194,69949
72516,ak,Calliostoma canaliculatum,channeled topsnail,467171,69797
72520,ak,Bathybembix bairdii,,512110,70043
72521,ak,Calliotropis carlotta,,592777,70046
72525,ak,Cidarina cidaris,,528712,70050
72527,ak,Lacuna crassior,thick Lacuna,140167,70378
72531,ak,Margarites,,138592,69875
72532,ak,Margarites pupillus,little margarite,528731,69887
72533,ak,Margarites giganteus,giant margarite,254467,69885
72534,ak,Margarites olivaceus,,141822,69876
72534,ak,Margarites argentatus,,141822,69876
72535,ak,Margarites costalis,boreal rosy margarite,141819,69893
72536,ak,Margarites A (Clark and McLean),three ribbed margarite,138592,69875
72537,ak,Margarites B (Clark and McLean),tabled margarite,138592,69875
72538,ak,Xeniostoma inexpectans,silvery margarite,711467,NA
72539,ak,Margarites beringensis,,141821,69879
72539,ak,Margarites helicinus,,141821,69879
72540,ak,Solariella,,138597,69913
72541,ak,Solariella obscura,obscure solarelle,141840,69915
72542,ak,Solariella micraulax,fine-groove solarelle,534183,69941
72543,ak,Solariella varicosa,varicose solarelle,141846,69916
72544,ak,Solariella nuda,naked solarelle,1424481,NA
72544,ak,Chonospeira nuda,naked solarelle,1424481,NA
72545,ak,Minolia peramabilis,,1376095,NA
72545,ak,Solariella peramabilis,,1376095,NA
72546,ak,Solariella A (Clark and McLean),,138597,69913
72551,ak,Otukaia beringensis,Bering topsnail,1308693,NA
72554,ak,Calliostoma ligatum,blue topsnail,580412,69798
72555,ak,Calliostoma annulatum,,534197,69796
72571,ak,Oligomeria conoidea,conical seguenzid,492467,NA
72731,ak,Amphissa,,137801,73534
72735,ak,Buccinidae,,149,73726
72736,ak,Buccinum normale,,137701,73727
72737,ak,Buccinum obsoletum,,877185,NA
72738,ak,Buccinum bulimuloideum,,490790,73751
72739,ak,Buccinum mirandum picturatum,,491435,NA
72739,ak,Buccinum picturatum,,491435,NA
72740,ak,Buccinum,,137701,73727
72741,ak,Buccinum polium,,423197,NA
72742,ak,Buccinum ochotense,Okhotsk whelk,490834,73785
72743,ak,Buccinum angulosum,angular whelk,138858,73728
72744,ak,Buccinum fringillum,finch whelk,423195,73790
72745,ak,Buccinum sigmatopleura,wavy whelk,490851,73745
72746,ak,Buccinum simulatum,,580865,73767
72747,ak,Buccinum oedematum,swollen whelk,490835,73732
72748,ak,Buccinum eugrammatum,lirate whelk,490803,73747
72749,ak,Buccinum viridum,turban whelk,490869,73819
72750,ak,Buccinum strigillatum,,490857,73797
72751,ak,Buccinum plectrum,sinuous whelk,160127,73777
72752,ak,Buccinum scalariforme,ladder whelk,138875,73737
72753,ak,Buccinum aleuticum,Aleut whelk,490781,73771
72754,ak,Buccinum cnismatum,scratched whelk,491398,73746
72755,ak,Buccinum polare,polar whelk,138873,656331
72755,ak,Buccinum polaris,polar whelk,138873,656331
72756,ak,Buccinum terraenovae,,490864,NA
72756,ak,Buccinum solenum,,490864,NA
72757,ak,Buccinum ciliatum,,138860,73776
72758,ak,Buccinum glaciale,glacial whelk,138864,73754
72759,ak,Buccinum tenellum,,580869,73791
72760,ak,Castaneobuccinum castaneum,chestnut whelk,1699283,NA
72760,ak,Volutopsion castaneum,chestnut whelk,1699283,NA
72761,ak,Lirabuccinum dirum,dire whelk,491076,567784
72762,ak,Aleutibuccinum clarki,Roger buccinid,1699280,NA
72762,ak,Bathybuccinum clarki,Roger buccinid,1699280,NA
72764,ak,Bathybuccinum ovulum,,580743,73769
72764,ak,Buccinum ovulum,,580743,73769
72765,ak,Buccinum katharinae,Katherine whelk,1699302,NA
72766,ak,Buccinum ectomocyma,,491395,NA
72767,ak,Retifusus,,576159,685694
72769,ak,Ancistrolepis eucosmius,two-ribbed whelk,491391,73869
72770,ak,Columbella,dovesnails,137803,73708
72772,ak,Buccinum physematum,,423196,73753
72773,ak,Harpa costata,costate whelk,208159,NA
72775,ak,Castaneobuccinum pagodaformis,mega-ribbed chestnut whelk,1699298,NA
72776,ak,Castaneobuccinum orri,one-ribbed whelk,1699295,NA
72777,ak,Castaneobuccinum lauthi,many-ribbed chestnut whelk,1699296,NA
72779,ak,Buccinum E (McLean and Clark),two-ribbed chestnut whelk,137701,73727
72780,ak,Buccinum F (McLean and Clark),crenulated whelk,137701,73727
72781,ak,Buccinum G (McLean and Clark),,137701,73727
72782,ak,Buccinum H (McLean and Clark),,137701,73727
72783,ak,Buccinum I (McLean and Clark),,137701,73727
72785,ak,Buccinum angulosum transliratum,transect whelk,1606908,NA
72785,ak,Buccinum angulosum angulosum,transect whelk,1606908,NA
72786,ak,Buccinum rondinum,eroded whelk,490844,73752
72787,ak,Volutomitra,,138662,74486
72788,ak,Volutomitra B (Clark and McLean),,138662,74486
72789,ak,Arctomelon,,382314,74301
72790,ak,Arctomelon stearnsii,Alaska volute,384681,74302
72791,ak,Arctomelon boreale,,1309364,NA
72792,ak,Arctomelon tamikoae,,384684,656354
72793,ak,Arctomelon ryosukei,inflated volute,1309363,NA
72794,ak,Arctomelon cf. stearnsii (Clark and McLean),,382314,74301
72795,ak,Volutomitra groenlandica,,141968,74488
72795,ak,Volutomitra alaskana,,141968,74488
72796,ak,Volutomitra A (Clark and McLean),,138662,74486
72797,ak,Olivella baetica,beatic dwarf olive,1424885,NA
72797,ak,Callianax alectona,beatic dwarf olive,1424885,NA
72800,ak,Velutina undata,wavy lamellaria,159903,NA
72800,ak,Limneria undata,wavy lamellaria,159903,NA
72801,ak,Velutina nana,,557151,NA
72801,ak,Ciliatovelutina nana,,557151,NA
72802,ak,Velutina plicatilis,oblique lamellaria,141902,72715
72803,ak,Limneria prolongata,conical lamellaria,557157,NA
72805,ak,Velutina velutina,smooth lamellaria,141905,72712
72806,ak,Velutina,,138631,72711
72807,ak,Velutina A (Clark and McLean),,138631,72711
72808,ak,Velutina B (Clark and McLean),,138631,72711
72809,ak,Velutina C (Clark and McLean),,138631,72711
72811,ak,Velutina bartschi,,576625,NA
72820,ak,Clinopegma,,490509,566960
72821,ak,Clinopegma magnum unicum,unique whelk,580736,NA
73183,ak,Admete viridula,northern Admete,138969,205086
73183,ak,Admete viridula,smooth nutmeg shell,138969,205086
73186,ak,Admete solida,noble Admete,576338,NA
73188,ak,Admete gracilior,,464624,74345
73189,ak,Neadmete circumcincta,,582714,NA
73190,ak,Neadmete modesta,,581082,567934
73201,ak,Callianax biplicata,purple olive,1424883,NA
73201,ak,Olivella biplicata,purple olive,1424883,NA
73210,ak,Pseudomohnia rogerclarki,horn shell,1526235,NA
73211,ak,Cerithiopsidae,,130,72187
73351,ak,Cylichna alba,white chalice-bubble,139474,76148
74000,ak,Bivalvia,bivalve,105,79118
74001,ak,Acharax johnsoni,,293239,655978
74050,ak,Mytilidae,mussel,211,79451
74060,ak,Modiolus modiolus,northern horsemussel,140467,79501
74065,ak,Mytilus,,138228,79452
74070,ak,Mytilus californianus,California mussel,367837,79455
74075,ak,Mytilus trossulus,foolish mussel,140482,567928
74080,ak,Mytilus edulis,blue mussel,140480,79454
74100,ak,Pectinidae,scallop,213,79611
74103,ak,Chlamys albida,white scallop,391037,79649
74104,ak,Chlamys,,138315,79612
74105,ak,Chlamys behringiana,Bering scallop,391825,79652
74106,ak,Chlamys rubida,reddish scallop,254460,79617
74107,ak,Chlamys hastata,spiny scallop,367964,79613
74108,ak,Chlamys cf. unalaskae (Clark and McLean),,394751,NA
74120,ak,Patinopecten caurinus,weathervane scallop,393720,79757
74130,ak,Crassadoma gigantea,giant rock-scallop,240774,567420
74171,ak,Delectopecten vancouverensis,Vancouver scallop,391795,79693
74174,ak,Parvamussium,,181286,79656
74175,ak,Parvamussium alaskense,Alaska glass-scallop,391634,568054
74176,ak,Cyclopecten,,138317,79654
74177,ak,Cyclopecten davidsoni,salmon glass-scallop,391712,567452
74178,ak,Parvamussium intuscostatum,,391656,NA
74179,ak,Cyclopecten cf. benthalis (Clark and McLean),,138317,79654
74301,ak,Panopea generosa,Pacific geoduck,545994,81777
74310,ak,Hiatella,,138068,81764
74311,ak,Hiatella arctica,Arctic Hiatella,140103,81765
74321,ak,Panomya,,138069,81771
74322,ak,Panomya norvegica,,140105,568050
74323,ak,Panomya ampla,ample roughmya,423634,81774
74325,ak,Solemya,awning clam,138514,79314
74326,ak,Petrasma pervernicosa,gutless awning clam,743493,NA
74326,ak,Solemya reidi,gutless awning clam,743493,NA
74332,ak,Nucula,,138262,79126
74333,ak,Pronucula tenuis,smooth nutclam,607414,NA
74333,ak,Ennucula tenuis,smooth nutclam,607414,NA
74342,ak,Acila castrensis,divaricate nutclam,506568,79125
74412,ak,Megayoldia,,138669,567047
74414,ak,Yoldia,,138672,79258
74415,ak,Megayoldia montereyensis,,506476,567873
74416,ak,Yoldia seminuda,crisscrossed Yoldia,867964,NA
74416,ak,Yoldia aeolica,crisscrossed Yoldia,867964,NA
74417,ak,Yoldia myalis,oval Yoldia,157006,79262
74419,ak,Megayoldia thraciaeformis,broad Yoldia,141983,567874
74420,ak,Yoldia hyperborea,northern Yoldia,141989,79261
74421,ak,Portlandia,,138671,79231
74425,ak,Yoldiella,,138673,79280
74435,ak,Nuculana,,138259,79188
74436,ak,Nuculana pernula,stout nutclam,140579,79192
74437,ak,Nuculana taphria,,600467,NA
74437,ak,Saccella taphria,,600467,NA
74438,ak,Propeleda conceptionis,,506444,NA
74439,ak,Nuculana fossa,trenched nutclam,254459,79194
74481,ak,Limopsis akutanica,Akutan limops,504595,79403
74482,ak,Empleconia vaginata,vaginated limops,872197,NA
74485,ak,Glycymeris septentrionalis,,504512,79427
74490,ak,Samacar,,456511,655975
74511,ak,Lyonsia,,138154,81916
74551,ak,Vilasina seminuda,,506194,568450
74551,ak,Vilasina seminuda,partly-sculptured Crenella,506194,568450
74552,ak,Solamen columbianum,British Columbia crenella,506181,568287
74560,ak,Musculus,,138225,79472
74561,ak,Musculus niger,black mussel,140474,79473
74562,ak,Musculus discors,discordant mussel,140472,79475
74565,ak,Musculus glacialis,corrugate mussel,467467,567924
74571,ak,Limatula attenuata,,505545,79831
74572,ak,Limatula A (Clark and McLean),,138127,79826
74639,ak,Astarte crenata,crenulate Astarte,138820,80804
74640,ak,Astarte,,137683,80797
74641,ak,Tridonta borealis,boreal Astarte,152398,80830
74641,ak,Astarte borealis,boreal Astarte,152398,80830
74643,ak,Tridonta elliptica,elliptical Astarte,152282,205613
74643,ak,Astarte elliptica,elliptical Astarte,152282,205613
74645,ak,Astarte compacta,,504824,80799
74646,ak,Tridonta arctica,,423801,80827
74646,ak,Astarte arctica,,423801,80827
74647,ak,Tridonta montagui,,146518,80836
74647,ak,Astarte montagui,,146518,80836
74648,ak,Astarte esquimalti,,423165,80800
74650,ak,Cardita,,137742,80765
74651,ak,Carditidae,,22997,80732
74652,ak,Cyclocardia ovata,,504902,80759
74653,ak,Cyclocardia ventricosa,stout Cyclocardia,1420845,NA
74653,ak,Coanicardita ventricosa,stout Cyclocardia,1420845,NA
74654,ak,Cyclocardia crassidens,thick carditid,254463,80742
74655,ak,Cyclocardia crebricostata,many-rib Cyclocardia,246815,80738
74656,ak,Cyclocardia,,156830,80733
74657,ak,Cyclocardia umnaka,,504905,80740
74658,ak,Cyclocardia cf. borealis (Clark 2006),northern carditid,156830,80733
74712,ak,Vesicomya pacifica,,464378,NA
74801,ak,Lasaeidae,,222,81679
74802,ak,Kellia suborbicularis,La Perouse kellyclam,140161,80624
74802,ak,Kellia suborbicularis,suborbicular kellyclam,140161,80624
74803,ak,Kellia laperousii,La Perouse kellyclam,592764,80623
74924,ak,Conchocele bisecta,,420805,80560
74980,ak,Clinocardium,,156818,80866
74981,ak,,cockle,216404,NA
74982,ak,Clinocardium nuttallii,Nuttall cockle,381980,80873
74983,ak,Ciliatocardium ciliatum,hairy cockle,139000,NA
74985,ak,Clinocardium californiense,California cockle,381989,NA
74985,ak,Keenocardium californiense,California cockle,381989,NA
74986,ak,Clinocardium blandum,low-rib cockle,381984,NA
74986,ak,Keenocardium blandum,low-rib cockle,381984,NA
74987,ak,Nemocardium centifilosum,hundred-line cockle,746069,NA
74987,ak,Keenaea centifilosa,hundred-line cockle,746069,NA
75016,ak,Compsomyax subdiaphana,milky venus,507527,81450
75020,ak,Saxidomus nuttalli,Washington clam,367778,81448
75021,ak,Saxidomus gigantea,butter clam,546014,568268
75025,ak,Humilaria kennerleyi,Kennerleys venus,507686,81462
75030,ak,Leukoma staminea,Pacific littleneck,507737,NA
75031,ak,Protothaca,,492481,NA
75031,ak,Leukoma,,492481,NA
75092,ak,Liocyma fluctuosa,wavy Liocyma,141918,NA
75102,ak,Tresus nuttallii,Pacific gaper,505780,568382
75103,ak,Tresus capax,fat gaper,367776,80955
75110,ak,Mactromeris,,156862,80982
75111,ak,Mactromeris polynyma,Arctic surfclam,156863,80983
75120,ak,Gari californica,,507139,81261
75125,ak,Semele rubropicta,,507316,81292
75201,ak,Tellina,,138533,81074
75202,ak,Ameritella carpenteri,carpenter tellin,878479,NA
75202,ak,Tellina carpenteri,carpenter tellin,878479,NA
75203,ak,Tellina nuculoides,salmon tellin,849126,NA
75203,ak,Pseudocadella nuculoides,salmon tellin,849126,NA
75204,ak,Ameritella modesta,,878514,NA
75204,ak,Tellina modesta,,878514,NA
75205,ak,Megangulus luteus,Alaska great-tellin,423511,NA
75205,ak,Tellina lutea,Alaska great-tellin,423511,NA
75206,ak,Megangulus bodegensis,,878288,NA
75206,ak,Tellina bodegensis,,878288,NA
75218,ak,Entodesma navicula,,506763,567538
75220,ak,Pandora glacialis,glacial Pandora,140673,81890
75221,ak,Pandora wardiana,,506822,81903
75222,ak,Pandora bilirata,bilirate Pandora,506826,81892
75223,ak,Pandora filosa,threaded Pandora,506817,81891
75235,ak,Glycymeris,bittersweets,138035,79421
75240,ak,Macoma,,138531,81033
75241,ak,Macoma nasuta,bent-nose Macoma,582761,81050
75242,ak,Macoma calcarea,chalky Macoma,141580,81035
75243,ak,Macoma yoldiformis,,879988,NA
75243,ak,Macoploma yoldiformis,,879988,NA
75244,ak,Macoma secta,white-sand Macoma,880038,NA
75244,ak,Rexithaerus secta,white-sand Macoma,880038,NA
75245,ak,Macoma carlottensis,,420876,81048
75246,ak,Macoma moesta,,156226,81041
75247,ak,Macoma brota,heavy Macoma,254466,81037
75248,ak,Macoma inquinata,pointed Macoma,582759,81051
75264,ak,Siliqua,,159997,81007
75266,ak,Siliqua patula,Pacific razor,536684,81008
75267,ak,Siliqua alta,Alaska razor,413689,81009
75284,ak,Serripes,,137741,80878
75285,ak,Serripes groenlandicus,Greenland cockle,139015,80879
75286,ak,Serripes laperousii,broad cockle,247771,80880
75287,ak,Serripes notabilis,oblique smoothcockle,382001,NA
75330,ak,Mya,,138211,81691
75331,ak,Mya baxteri,,505900,567925
75332,ak,Mya arenaria,softshell,140430,81692
75333,ak,Mya truncata,truncate softshell,140431,81694
75335,ak,Mya pseudoarenaria,false softshell,156249,81693
75336,ak,Mya elegans,elegant soft shell,238387,NA
75336,ak,Myra elegans,elegant soft shell,238387,NA
75340,ak,Thracia trapezoides,,506909,81965
75372,ak,Xylophaga washingtona,,507034,81818
75381,ak,Teredinidae,shipworm,253,81832
75382,ak,Bankia setacea,feathery shipworm,527858,81836
75410,ak,Lyonsia arenosa,sandy Lyonsia,140290,81917
75420,ak,Lucinoma annulata,ringed lucine,464200,NA
75551,ak,Cardiomya,,137857,82015
75560,ak,Cuspidaria glacialis,,139445,82039
75570,ak,Halicardia perplicata,,405861,82108
75600,ak,Pododesmus macrochisma,abalone jingle,758426,79792
75605,ak,Pododesmus,,137653,79791
75606,ak,Hinnites,rock scallops,206520,79676
75609,ak,Anomia,,137650,79796
75610,ak,Anomiidae,falsejingle,214,79790
77000,ak,Scaphopoda,scaphopod,104,82115
77010,ak,Dentaliidae,,202,82117
77011,ak,Dentalium,,137886,82118
77012,ak,Rhabdus rectius,Dall tuskshell,344596,82202
77012,ak,Rhabdus dalli,Dall tuskshell,344596,82202
77015,ak,Gadilidae,,435,82268
77102,ak,Compressidens stearnsii,Stearns toothshell,344588,82236
78000,ak,Cephalopoda,cephalopod,11707,82326
78010,ak,Octopodidae,octopus,11782,82590
78011,ak,,pelagic octopus,11718,82589
78012,ak,Benthoctopus leioderma,smoothskin octopus,1043781,NA
78012,ak,Muusoctopus leioderma,smoothskin octopus,1043781,NA
78013,ak,Benthoctopus sibiricus,,527164,NA
78013,ak,Muusoctopus sibiricus,,527164,NA
78014,ak,Muusoctopus,,527126,NA
78020,ak,Octopus,,138268,82595
78021,ak,Japetella heathi,yellowring octopus,341790,82656
78022,ak,Japetella diaphana,,138849,82655
78023,ak,Japetella,,137695,82654
78030,ak,Opisthoteuthis californiana,flapjack devilfish,342092,82674
78040,ak,Grimpoteuthis albatrossi,,410386,NA
78040,ak,Opisthoteuthis albatrossi,,410386,NA
78210,ak,Octopus californicus,North Pacific bigeye octopus,341958,82619
78300,ak,Bolitaenidae,,742052,NA
78300,ak,Bolitaeninae,,742052,NA
78301,ak,Opisthoteuthis cf. californiana (Jorgensen),,138294,82673
78352,ak,Graneledone boreopacifica,,342222,556325
78353,ak,Graneledone cf. boreopacifica (Nesis),,157018,82647
78403,ak,Enteroctopus dofleini,giant octopus,342305,557227
78404,ak,Octopus rubescens,,342023,82606
78452,ak,Benthoctopus,,138265,82635
78452,ak,Bathypolypus,,138265,82635
78454,ak,Sasakiopus salebrosus,pygmy benthoctopus,534138,NA
78455,ak,Muusoctopus oregonensis,,527160,NA
78455,ak,Benthoctopus oregonensis,,527160,NA
78502,ak,Vampyroteuthis infernalis,vampire squid,141887,82587
79000,ak,Decapodiformes,squid,325342,NA
