species_code,ssid,raw_species,raw_common,aphiaID,TSN
0189577c-3c4b-7f5c-8687-b572d0bb80c6,wc,Veneridae,,243,81439
0189577c-3e0a-712d-b258-0e6c0bc1f139,wc,Compsomyax,,492504,81449
0189577c-3f69-7e0f-8928-2a220fd1107b,wc,Compsomyax subdiaphanus,milky venus,492504,81449
0189577c-3d80-7ef0-bb3e-1712c36239f2,wc,Humilaria,,492484,81461
0189577c-3ed1-710c-bc61-e554c89bbd1c,wc,Humilaria kennerleyi,kennerleys venus,507686,81462
0189577c-3e1b-78ef-a7a0-de4f107168e4,wc,Liocyma,,138641,81451
0189577c-3ecd-7390-a490-e644155127f3,wc,Liocyma fluctosa,wavy liocyma,138641,81451
0189577c-3e4a-7966-a9d1-be0b792d1128,wc,Mercenaria,,138642,81495
0189577c-3fae-7024-9eec-4b84515137d0,wc,Mercenaria mercenaria,northern quahog,141919,81496
0189577c-3d58-7923-9c1a-f8e5306710e9,wc,Protothaca,,367813,81463
0189577c-3ed2-7114-bc76-e1ac5ac3174d,wc,Protothaca staminea,pacific littleneck,546006,81464
0189577c-3e28-7197-85db-2a8d0a666b01,wc,Saxidomus,,367777,81446
0189577c-3efe-7b1b-8d85-04ae04f7ccf4,wc,Saxidomus giganteus,butter clam,367779,81447
0189577c-3f42-79e6-8ae1-bd7f4a1ddbba,wc,Saxidomus nuttalli,washington clam,367778,81448
0189577c-3e2d-7aff-92fa-df662a42a2f2,wc,Tivela,,204741,81582
0189577c-3fb6-7838-a3df-5059c161efc3,wc,Tivela stultorum,pismo clam,367761,81584
0189577c-3e08-7207-afcf-cbda697e5dd8,wc,Venerupis,,138647,205646
0189577c-3f94-758e-97e1-77b768150f71,wc,Venerupis philippinarum,japanese littleneck,138647,205646
0189577c-3a8d-778e-a7f1-66fab7650621,wc,Protobranchia,,106,566846
0189577c-3ac8-73b4-b6e7-b19dc3d0cf53,wc,Nuculoida,,14656,79121
0189577c-3b34-7aeb-920b-a2005b3a87e3,wc,Nuculanidae,,205,79177
0189577c-3bcd-70e7-b9bd-22fde5f0ea9e,wc,Nuculana,,138259,79188
0189577c-3e3f-7c6f-aafd-11a49e72218c,wc,Nuculana buccata,stout nutclam,594044,79223
0189577c-3e35-7f9e-912c-62decc7e1e75,wc,Nuculana fossa,trenched nutclam,1789861,NA
0189577c-3d78-770e-a9d3-3e9b314f38c4,wc,Nuculana pernula,northern nutclam,140579,79192
0189577c-3b0c-7443-88e3-9f9e24c7d5e2,wc,Nuculidae,,204,79123
0189577c-3c56-7c25-b631-4ff5b6c05872,wc,Acila,,492055,79124
0189577c-3d39-7df8-b759-4314e4e3fda9,wc,Acila castrensis,divaricate nutclam,506568,79125
0189577c-3c7e-740a-b17f-f1558b660cbc,wc,Nucula,,138262,79126
0189577c-3e4f-7bf5-aab6-a3e6264ff0c6,wc,Nucula tenuis,smooth nutclam,607396,79128
0189577c-3b49-781c-a2b7-1f13d7ba8b33,wc,Yoldiidae,,2097,566928
0189577c-3c8b-7495-808c-8af39f4936f0,wc,Megayoldia,,138669,567047
0189577c-3c8b-781e-b360-7bd398f89835,wc,Portlandia,,138671,79231
0189577c-3ca4-7992-8244-131bb42e39fb,wc,Yoldia,,138672,79258
0189577c-3e6a-7e7d-95a5-7ef92da5da8e,wc,Yoldia hyperborea,northern yoldia,141989,79261
0189577c-3e67-7053-b762-93b5ab4d874b,wc,Yoldia montereyensis,,544931,79272
0189577c-3e62-72ef-80a3-744e63cdf197,wc,Yoldia myalis,oval yoldia,157006,79262
0189577c-3e9e-7a28-9db1-66f351076e31,wc,Yoldia scissurata,crisscrossed yoldia,254765,79264
0189577c-3e5e-7617-831a-6c4ce2ac557a,wc,Yoldia thraciaeformis,broad yoldia,157008,79269
0189577c-3c97-7d18-bb8f-f8b8140de779,wc,Yoldiella,,138673,79280
0189577c-3acb-740c-94c0-9e0a241c6485,wc,Solemyoida,,22630,NA
0189577c-3b6e-7578-bf3b-e64ce9060d71,wc,Solemyidae,,22632,79313
0189577c-3c07-7841-95d4-b581497bca4d,wc,Acharax,,293237,79315
0189577c-3de5-7631-b9db-c3f089a7ffc0,wc,Acharax johnsoni,,293239,655978
0189577c-3bb5-7ac4-abdf-d71b0ab1936f,wc,Solemya,awning clam,138514,79314
0189577c-3e01-7c46-9635-3b41fd6617d8,wc,Solemya reidi,gutless awningclam,507128,79321
0189577c-3a88-7166-a629-80a935b5fcd5,wc,Pteriomorphia,,206,79324
0189577c-3af2-7e15-813c-f53090a87033,wc,Arcoida,,207,79325
0189577c-3b81-7c0c-a664-85e879534b10,wc,Arcidae,,208,79326
0189577c-3c53-7ab7-b1c0-020ea0d9a2b7,wc,Samacar,,456511,655975
0189577c-3b31-7d56-808d-a1b8e0d9b063,wc,Limopsidae,,2093,79399
0189577c-3ccc-759b-bb3d-d371ede7bcda,wc,Limopsis,,138132,79400
0189577c-3de1-71bd-bb16-ec6f28c5dbae,wc,Limopsis akutanica,akutan limops,504595,79403
0189577c-3e40-76aa-ae89-ac3383352ba8,wc,Limopsis vaginata,,504591,655985
0189577c-3b07-7bc0-ab37-6ff6c3c5e612,wc,Limoida,,1778,79808
0189577c-3bb1-7c2e-8049-6ae7acf1b995,wc,Limidae,,1778,79808
0189577c-3ab4-7bfe-b4fc-a8120cc9b164,wc,Mytiloida,,491766,NA
0189577c-3b29-79bb-b4b7-5a9873b4fd06,wc,Mytilidae,mussel (mytilidae),211,79451
0189577c-3cc1-725c-9957-3a6032beeb5a,wc,Crenella,,138216,79457
0189577c-3df7-7301-801c-d160e3704196,wc,Crenella seminuda,partly-sculptured crenella,138216,79457
0189577c-3c84-7395-a600-b46ee391790f,wc,Modiolus,,138223,79500
0189577c-3dbf-76b7-a743-5b0502e1f920,wc,Modiolus modiolus,northern horsemussel,140467,79501
0189577c-3c46-71ea-8bf6-c83b6558f898,wc,Musculus,,138225,79472
0189577c-3d90-7b7c-9953-3ae9abb4edfa,wc,Musculus discors,discordant mussel,140472,79475
0189577c-3df1-79d7-83c9-5e3da2f055b0,wc,Musculus niger,black mussel,140474,79473
0189577c-3d82-7043-93c4-90d714515e1f,wc,Musculus olivaceus,,541320,79486
0189577c-3cad-7d09-aa84-b0861f8aae9c,wc,Mytilus,,138228,79452
0189577c-3d5a-7dba-a0c1-1eb8215c9d18,wc,Mytilus californianus,california mussel,367837,79455
0189577c-3de2-7a84-8a80-4897a502e417,wc,Mytilus edulis,blue mussel,140480,79454
0189577c-3c25-74dd-8922-f75f8352a20b,wc,Solamen,,492085,567126
0189577c-3d2e-7f96-bab8-ec670d06dbcd,wc,Solamen columbianum,british columbia crenella,506181,568287
0189577c-3ad7-70b3-b5f8-e4c61ff640c9,wc,Ostreoida,,151323,NA
0189577c-3b11-7665-be29-5d47512f3a8a,wc,Anomiidae,falsejingles,214,79790
0189577c-3cc4-74bf-9ef9-d4f981863002,wc,Anomia,,137650,79796
0189577c-3c92-70f1-a358-9fcc2b0e1239,wc,Pododesmus,,137653,79791
0189577c-3dd6-796e-ad95-c70a4ff07918,wc,Pododesmus cepio,abalone jingle,600577,79793
0189577c-3e58-7c01-b6f5-b92f9d569e08,wc,Pododesmus macroschisma,alaska falsejingle,582511,655987
0189577c-3b8a-73bd-87d3-3a31d5f482e6,wc,Ostreidae,,215,79866
0189577c-3be1-7625-865b-83cfb8479da5,wc,Crassostrea,,138297,79867
0189577c-3dcb-79c4-a601-bfcd99e52820,wc,Crassostrea gigas,pacific oyster,140656,79868
0189577c-3f72-7fd8-adf9-e9569e673fb3,wc,Crassostrea gigas kumamoto,kumamoto oyster,138297,79867
0189577c-3ddb-7d36-b364-c11219dfc6f9,wc,Crassostrea virginica,eastern oyster,140657,79872
0189577c-3c60-73d9-91c9-85f65d7b9b39,wc,Ostrea,,138298,79882
0189577c-3d74-7a15-9255-3b6a6e595a82,wc,Ostrea edulis,edible oyster,140658,79885
0189577c-3e1e-74fd-8435-b29026cc6a54,wc,Ostrea lurida,olympia oyster,542155,79883
0189577c-3b23-75ec-81eb-a0c2a9318a8a,wc,Pectinidae,scallop (pectinidae),213,79611
0189577c-3ca5-7c1d-bfc1-2ebbe43c53c3,wc,Chlamys,,138315,79612
0189577c-3ddc-77ce-b3b6-58cd90545cf6,wc,Chlamys albida,white scallop,391037,79649
0189577c-3d5d-7c54-9cc2-e68a6edca0a4,wc,Chlamys behringiana,iceland scallop,391825,79652
0189577c-3d71-7e36-b25f-defd367a69a1,wc,Chlamys erythocomata,,138315,79612
0189577c-3d70-7c31-88ee-80b2e6df088f,wc,Chlamys hastata,,367964,79613
0189577c-3f37-7522-8b73-7bfd699a5d15,wc,Chlamys hastata hericia,,367965,79614
0189577c-3d8d-7190-a114-ccfdd815c801,wc,Chlamys pseudoislandica,false iceland scallop,391828,79625
0189577c-3df8-7e21-88e9-81280d7329e5,wc,Chlamys rubida,reddish scallop,254460,79617
0189577c-3c71-7f5b-bff8-7baaa6c820ad,wc,Crassadoma,,138316,566966
0189577c-3da7-7f8b-8422-5214d7ecaac7,wc,Crassadoma gigantea,giant rock-scallop,240774,567420
0189577c-3bbe-7417-9522-f8d8e55d8274,wc,Delectopecten,,138318,79689
0189577c-3e3f-7a7e-97a2-3fb386ba2c02,wc,Delectopecten randolphi,randolph scallop,820156,79691
0189577c-3db0-77db-80c1-aa4f283e9288,wc,Delectopecten vancouverensis,glass scallop,391795,79693
0189577c-3ca3-7e68-ae0c-5fcdee8dad00,wc,Euvola,,205700,79680
0189577c-3d7c-7c86-b705-c988392daccd,wc,Euvola diegensis,san diego scallop,582490,567575
0189577c-3cce-7c73-a246-241058a31096,wc,Hinnites,rock scallops unident,206520,79676
0189577c-3bff-739e-9760-c4f8c52d424e,wc,Patinopecten,,203965,79756
0189577c-3db6-736c-83ad-1a07842d76cc,wc,Patinopecten caurinus,weather vane scallop,393720,79757
0189577c-3b58-7e8d-b5b2-f4e39990efb8,wc,Propeamussidae,,156983,NA
0189577c-3c8f-7304-b71c-4a029e2917c1,wc,Cyclopecten,,138317,79654
0189577c-3e80-71c2-afd9-c8a22894662a,wc,Cyclopecten davidsoni,salmon glass-scallop,391712,567452
0189577c-3c88-7750-b9ac-c3ed709b2c8f,wc,Parvamussium,,181286,79656
0189577c-3e84-7564-bb45-d1c9363fff57,wc,Parvamussium alaskense,alaska glass-scallop,391634,568054
0189577c-3aca-7ecd-9e6f-90b99b827e9d,wc,Pterioida,,489069,NA
0189577c-3b34-730d-8928-4533e6aeb6e1,wc,Pinnidae,,1776,79578
0189577c-3c09-7608-8739-7c3a4e65e26e,wc,Atrina,,138351,79579
0189577c-3d48-723e-bf23-38a56b755487,wc,Atrina oldroydi,oldroyd`s penn shell,138351,79579
0189577c-3e31-7a59-a817-b1c1e6e529e4,wc,Atrina texta,woven penn shell,507079,567263
0189577c-3a65-7f80-bbec-71b90b472b56,wc,Cephalopoda,cephalopod,11707,82326
0189577c-3a8a-7e6c-a21e-6429f1777a42,wc,Coleoidea,,11709,82330
0189577c-3ae2-73dc-95f2-1c5452f435d8,wc,Decabrachia,,1599816,NA
0189577c-3b3d-758e-9fc9-4bd146c8e393,wc,Sepiida,cuttlefish,11713,82331
0189577c-3b47-7a59-8e4e-0689df7e80f7,wc,Teuthida,squid,11716,82367
0189577c-3cb7-7c5a-9fd6-6932aa441f7f,wc,Teuthida non-Humboldt squid,non-humboldt squid,11716,82367
0189577c-3cae-7841-9fb8-aa7be4989ff1,wc,Myopsina,,11716,82367
0189577c-3e13-70da-9ec5-59fd9d3a04a6,wc,Loliginidae,,11734,82369
0189577c-4002-790c-bd32-b10c16dd1c40,wc,Doryteuthis,,410349,82381
0189577c-40bd-78ae-95c0-23679be14665,wc,Doryteuthis opalescens,california market squid,574540,NA
0189577c-3f7a-70ad-a212-e44ab7e5555d,wc,Loligo,,138139,82370
0189577c-3c2e-7f02-9f3d-4ba0dfd4f3e7,wc,Oegopsina,,225824,82390
0189577c-3daa-714c-9b0c-af1c844fb68d,wc,Chiroteuthidae,,11767,82547
0189577c-3fc8-7999-8e56-741d80fdd6ec,wc,Chiroteuthis,,137777,82548
0189577c-407b-70ad-8737-72f9d94abfa0,wc,Chiroteuthis calyx,,341796,82551
0189577c-3d7d-706d-9b6f-d08b2c1e5913,wc,Cranchiidae,glass squids,11774,82575
0189577c-3f11-77d5-9e5f-c1f1035d2257,wc,Cranchiinae,,559391,555740
0189577c-40d4-78b0-9260-72ce1e87b183,wc,Cranchia,,181385,82576
0189577c-412f-7880-b446-cd838fc5fbea,wc,Cranchia scabra,sandpaper squid,181386,82578
0189577c-3ed0-7a53-8053-4764f9f68cb7,wc,Taoniinae,,325296,555741
0189577c-403e-7028-bf81-f459c49de89e,wc,Galiteuthis,,137848,205734
0189577c-4172-77eb-8829-ce3337a8590a,wc,Galiteuthis phyllura,arrow squid,341807,556714
0189577c-40f2-7873-8508-5b2f1136a2e3,wc,Taonius,,137853,82581
0189577c-414a-7e0f-9a5e-0a346f2d27e8,wc,Taonius pavo,cone squid,139428,82582
0189577c-3d88-7e0b-b3c3-624cd1fb4745,wc,Enoploteuthidae,,11740,82397
0189577c-3ebe-71a6-a103-28e0cb1f8f89,wc,Abraliopsis,,137931,82398
0189577c-40b2-7d70-b670-9d306e023f07,wc,Abraliopsis felis,,341849,82401
0189577c-3dba-7168-869b-909a54e02d25,wc,Gonatidae,,11743,82414
0189577c-3eb6-7f21-ad4d-044d4bc5eafc,wc,Berryteuthis,,341413,82429
0189577c-408c-766a-9325-fe8b691e157a,wc,Berryteuthis magister,magistrate armhook squid,342286,82430
0189577c-3fb4-7887-8b89-aab5d72b1bcb,wc,Gonatopsis,,341428,82415
0189577c-40d3-754e-9a62-ddfdebf91d1c,wc,Gonatopsis borealis,north pacific armhook squid,342326,82417
0189577c-40ef-7d65-92bf-97cb24bb0050,wc,Gonatopsis makko,makko armhook squid,342328,556340
0189577c-3ebd-78bc-bc21-4a1e8b5c50bc,wc,Gonatus,,138036,82418
0189577c-40b1-7f85-bea6-772846b74ce8,wc,Gonatus berryi,berry armhook squid,341855,82424
0189577c-4107-7dcc-9022-cf53126f9701,wc,Gonatus californiensis,california armhook squid,341856,82422
0189577c-4041-7bbb-adad-d2cf095738c7,wc,Gonatus onyx,clawed armhook squid,341859,82425
0189577c-40ad-7f95-b3b1-0b4eeb455fff,wc,Gonatus pyros,fiery armhook squid,341861,82423
0189577c-3e18-7888-9ac6-5addc6f7afd0,wc,Histioteuthidae,,11749,82484
0189577c-3ef4-7d20-a323-b64df079adfa,wc,Histioteuthis,jewel squids,138074,82485
0189577c-40f3-7231-bb22-7bb1e220cd85,wc,Histioteuthis heteropsis,jewel squid,341868,82499
0189577c-4097-76b1-89d5-99ee84f8d873,wc,Histioteuthis hoylei,long armed jewel squid,341869,556138
0189577c-3e56-737b-855c-027cff84c304,wc,Octopoteuthidae,,11741,82431
0189577c-3f1b-766f-8613-54f4ac883500,wc,Octopoteuthis,,138271,82432
0189577c-4034-7ab0-b9e1-83727ada4133,wc,Octopoteuthis deletron,octopus squid,342057,556640
0189577c-3f0a-77cf-8c2b-694747badf75,wc,Taningia,,138272,555794
0189577c-4116-7e6e-9465-64a318cf3916,wc,Taningia danae,rhomboid squid,140609,556253
0189577c-3d52-7daa-b026-1c71c219098e,wc,Ommastrephidae,,11760,82514
0189577c-3f83-7df2-ad8c-f8a683220d8e,wc,Ommastrephes,,138279,82525
0189577c-40dc-7ae3-9aa4-6d2d7d525398,wc,Ommastrephes bartrami,red flying squid,140622,82527
0189577c-3f85-73b9-9eb3-00981e52d15f,wc,Ommastrephinae,,562482,555745
0189577c-40cb-7209-86ca-a05097a36684,wc,Dosidicus,,341417,82537
0189577c-4188-7b7d-a369-c52831326221,wc,Dosidicus gigas,rojo diablo humboldt squid,342291,82538
0189577c-3d3d-7389-9bf7-90d7176b8363,wc,Onychoteuthidae,,11742,82436
0189577c-3fa5-7384-a116-12df90612b93,wc,Moroteuthis,,325309,82437
0189577c-3f62-797d-9c6f-023dd9c47675,wc,Onychoteuthis,,138291,82439
0189577c-403f-705f-af70-85809bfd1e9f,wc,Onychoteuthis banksi,common clubhook squid,138291,82439
0189577c-4048-71f4-9497-e56d792dbf3d,wc,Onychoteuthis borealijaponicus,boreal clubhook squid,138291,82439
0189577c-402e-7ff5-8e7c-420f9de9b77a,wc,Onykia,,138292,82443
0189577c-4121-78c7-b8e3-1460038bc2dd,wc,Onykia robusta,robust clubhook squid,410385,NA
0189577c-3bb2-74ae-93d9-9973df353bca,wc,Sepiolida,,157033,555708
0189577c-3cac-7171-8bac-38e66fa3da5e,wc,Sepiolidae,,11725,82335
0189577c-3d96-76af-b5c8-e51529cdc9c0,wc,Rossinae,,11725,82335
0189577c-3f89-74a2-8f42-d42cddc15f71,wc,Rossia,,602300,NA
0189577c-4062-7cf7-bf53-45c263bf3401,wc,Rossia pacifica,bobtail squid,346432,82338
0189577c-3aa8-7112-b59e-d58d8563fadf,wc,Octobrachia,,1599817,NA
0189577c-3b92-7df1-a4f6-c8721eab5f8d,wc,Octopoda,,11718,82589
0189577c-3d29-72fc-982d-e5fc8bbed547,wc,Alloposidae,,11786,82664
0189577c-3eae-7400-a9de-c99125bdbad9,wc,Haliphron,,137643,205737
0189577c-402c-75c8-8f15-7d753976c3e9,wc,Haliphron atlanticus,seven arm octopus,341781,205738
0189577c-3c3d-7b59-82e4-a056e17aa3b6,wc,Cirrina,,11732,NA
0189577c-3d6d-7a23-bf4f-80c39abdd195,wc,Opisthoteuthidae,,23083,82672
0189577c-3fdb-784b-ab13-83c2402e8eea,wc,Grimpoteuthis,,138293,555807
0189577c-4064-784c-97ad-b7d5b8ef1c42,wc,Grimpoteuthis albatrossi,albatross` flapjack,342080,556673
0189577c-3fe5-7ede-8a81-1a82fe850f53,wc,Opisthoteuthis,,138294,82673
0189577c-40d9-7f85-a838-91e7afbd18e1,wc,Opisthoteuthis californiana,flapjack devilfish,342092,82674
0189577c-3cda-7cd2-bf52-c9205b339a54,wc,Incirrina,,11733,NA
0189577c-3db9-75d6-bcda-7a7a0db7f9dd,wc,Argonautidae,,11785,82680
0189577c-3fd2-74e8-aae6-64dba67f5009,wc,Argonauta,,137676,82681
0189577c-4067-712d-bc9c-b473f9bea388,wc,Argonauta pacifica,pacific argonaut,137676,82681
0189577c-3d4c-700e-a595-d60acb2f9d87,wc,Bolitaenidae,,11779,82653
0189577c-3f98-7ec2-a16f-dfb95444ecb5,wc,Japetella,,137695,82654
0189577c-409f-7230-a026-811f3dc7fb5a,wc,Japetella diaphana,yellow ringed octopus,138849,82655
0189577c-3e50-76e4-bbd7-8ebcd38f026f,wc,Octopodidae,octopus,11782,82590
0189577c-3ffa-7f3f-ba52-16ffe10957d5,wc,Benthoctopus,,138266,82591
0189577c-40c7-7480-83ae-4ab999e826a5,wc,Benthoctopus leioderma,smooth octopus,535761,557220
0189577c-3f5b-72d0-837e-d6387f27f2d4,wc,Graneledoninae,,157018,82647
0189577c-405a-7d0e-afdc-565c842a098d,wc,Graneledone,deep-sea octopus,157018,82647
0189577c-4173-7102-be11-1206db13f41c,wc,Graneledone boreopacifica,ghost octopus,342222,556325
0189577c-3f2f-7ef2-931a-038be98d0560,wc,Octopodinae,,11782,82590
0189577c-40bb-77c8-b227-4ac171631abc,wc,Enteroctopus,,341422,555822
0189577c-4124-7ed9-8db8-ec2a39c3304b,wc,Enteroctopus dofleini,giant pacific octopus,342305,557227
0189577c-403c-741f-8a8b-7eaffdc95d3a,wc,Octopus,,138268,82595
0189577c-4183-771e-96b7-7e9dd1d47c89,wc,Octopus californicus,north pacific bigeye octopus,341958,82619
0189577c-419c-7773-802a-41b892f724a9,wc,Octopus rubescens,red octopus,342023,82606
0189577c-3b44-70e4-8c33-95a6da4b4324,wc,Vampyromorphida,,11717,NA
0189577c-3c47-7f71-8e0e-7e36dfcc1106,wc,Vampyroteuthidae,,11775,82585
0189577c-3d94-7703-859d-11c43e28edf1,wc,Vampyroteuthis,,138623,82586
0189577c-3f8f-7e33-b4fb-9f2ecd4d271a,wc,Vampyroteuthis infernalis,vampire squid,141887,82587
0189577c-3a5c-72f9-b691-aa1c3551e2ba,wc,Gastropoda,snail,101,69459
0189577c-3a87-7765-8c55-90623ac185ff,wc,empty gastropod shells,empty gastropod shells,NA,NA
0189577c-3a84-7177-adb2-786fc23bd1fb,wc,Archaeogastropoda,,110,69461
0189577c-3ac5-7994-9b8f-2498536786c4,wc,Calliostomatidae,,382180,566888
0189577c-3baf-751b-b453-c45212f10af8,wc,Akoya,,465573,NA
0189577c-3d25-7c38-953b-7587688ba91e,wc,Akoya platinum,,1324693,NA
0189577c-3b1e-7821-aedf-f0708cc31863,wc,Calliostoma,,138584,69795
0189577c-3bd6-7b80-8cd8-0d6047c0353c,wc,Calliostoma platinum,silvery top snail,580413,69858
0189577c-3bba-73df-9d0b-fae948cf72eb,wc,Calliostoma titanium,titanium top shell,694617,NA
0189577c-3ad3-70a1-9da1-2d6a6bd01d4a,wc,Haliotididae,,1727,69492
0189577c-3b22-7559-8006-16b29070e1bd,wc,Haliotis,,138050,69493
0189577c-3bb8-7c2e-9851-d7f2707db318,wc,Haliotis corrugata,pink abalone,445308,69499
0189577c-3c5d-7d07-90c9-34ea4a577381,wc,Haliotis cracherodii,black abalone,405012,69498
0189577c-3c64-7399-a0fa-8be08f9fb309,wc,Haliotis fulgens,green abalone,445325,69500
0189577c-3c87-793e-8a5c-0117b606d992,wc,Haliotis rufescens,red abalone,445357,69497
0189577c-3cbe-78fb-bf9e-87538d10b61e,wc,Haliotis sorenseni,white abalone,445362,69502
0189577c-3aac-7a37-ad83-36ea61a0ba7d,wc,Trochidae,trochid,443,69794
0189577c-3b90-7f9f-bdd7-0ff87ed3617a,wc,Bathybembix,,196986,70042
0189577c-3c2e-77d6-b224-90328cb16921,wc,Bathybembix bairdii,green top snail,512110,70043
0189577c-3b4e-7767-8fba-1461ce78f816,wc,Cidarina,,512091,70049
0189577c-3c1d-7c68-aa9f-f577419f358b,wc,Cidarina cidaris,,528712,70050
0189577c-3b76-7894-97f4-29e62ca52a5c,wc,Margarites,,138592,69875
0189577c-3bec-75cb-b40f-be5cd166583b,wc,Margarites argentatus,,153583,69878
0189577c-3c54-7d88-bd45-b2db6a7dc1a0,wc,Margarites costalis,boreal rosy margarite,141819,69893
0189577c-3cd5-78a9-bbf2-7d10dcbe933e,wc,Margarites giganteus,giant margarite,254467,69885
0189577c-3cb6-73bc-9a19-77e455d4b881,wc,Margarites pupillus,little margarite,528731,69887
0189577c-3b1a-7c0c-a5d7-97aefc13aedc,wc,Solariella,,138597,69913
0189577c-3bdc-7643-a605-348d2277263e,wc,Solariella micraulax,fine-groove solarelle,534183,69941
0189577c-3c1d-71d0-99b7-510a9209fa06,wc,Solariella nuda,naked solarelle,534184,69944
0189577c-3bfa-774b-a412-1a7e761385b6,wc,Solariella obscura,obscure solarelle,141840,69915
0189577c-3c9f-748a-a8de-5eb4d1eb58c3,wc,Solariella varicosa,varicose solarelle,141846,69916
0189577c-3b25-7dd6-8e91-f37a22e6392b,wc,Tegula,,413467,69948
0189577c-3c3b-762f-9c53-808c0d64faf7,wc,Tegula pulligo,,534194,69949
0189577c-3af5-7fad-bb8f-f7130852f2e1,wc,Turbinidae,,503,566920
0189577c-3b90-7e43-8fb7-377425260ece,wc,Lithopoma,,240760,70115
0189577c-3c35-78a0-b703-006e0b29691e,wc,Lithopoma gibberosa,red turban shell,240761,70118
0189577c-3b33-7318-8ced-30d8e840d85a,wc,Megastraea,,528082,567046
0189577c-3c69-7ede-84a8-cad27ae55cb8,wc,Megastraea turbanica,two ribbed turban,528083,567870
0189577c-3c92-70a0-904e-16ce9f059e24,wc,Megastraea undosa,wavy turban,528084,567871
0189577c-3ab8-7205-b9fe-bebd6543c794,wc,Fissurelloidea,,156486,331047
0189577c-3b31-7940-bbe1-255bd2d013d2,wc,Fissurellidae,,111,69510
0189577c-3c6a-763b-91a9-6081493461eb,wc,Cranopsis,puncterellas,138010,566965
0189577c-3d46-7b92-9198-205e4e8c7d1a,wc,Cranopsis major,great puncturella,527878,567418
0189577c-3c42-7273-9d04-7d0785e067f8,wc,Puncturella,,138015,69511
0189577c-3d50-7faf-98b9-86620b5f8506,wc,Puncturella rothi,keyhole limpet,694616,656363
0189577c-3a82-71d1-8906-29fe5c9b4ed1,wc,Littorinimorpha,,382213,NA
0189577c-3acd-71f4-aaaf-e42bac33b332,wc,Tonnoidea,,14777,NA
0189577c-3b72-7e9f-a387-1ad207e0a75e,wc,Laubierinidae,,23061,NA
0189577c-3c27-7f1c-96a4-950447d1b4a1,wc,Akibumia,,181004,NA
0189577c-3a7d-7a9b-aab2-55a12d914021,wc,Neogastropoda,,146,73228
0189577c-3ad5-7047-a5cd-4b3c4289ec65,wc,Buccinidae,whelk,149,73726
0189577c-3b3c-7df1-a9cf-ed9b74dc9aa4,wc,Ancistrolepis,,248331,73868
0189577c-3b32-7680-9138-db28ea59676f,wc,Bathybuccinum,,456372,656322
0189577c-3bbd-774b-8a12-343c2245d0fa,wc,Bathybuccinum clarki,roger's buccinid,456372,656322
0189577c-3cbb-77f1-8d90-1ec6a0d754f8,wc,Bathybuccinum ovulum,,1661152,NA
0189577c-3b8c-7d15-9d07-fc14274c2970,wc,Beringius,,137699,73875
0189577c-3c52-7a28-9c41-ddde77996423,wc,Beringius aleuticus,,1435180,NA
0189577c-3bfd-792b-94b6-970c7de0309f,wc,Beringius beringii,,137699,73875
0189577c-3bdd-79bb-a5b9-62892ad0dffe,wc,Beringius crebricostatus,thick-cord whelk,254474,73876
0189577c-3c66-7982-981c-bf0cf14d516d,wc,Beringius frielei,,490764,73884
0189577c-3cac-75ab-b3b5-bc5c6a1cedc6,wc,Beringius kennicottii,,580830,73878
0189577c-3bc8-7ea1-8070-9249a3f2f434,wc,Beringius a,,137699,73875
0189577c-3c1f-7a24-b17c-691b5466afb3,wc,Beringius b,,137699,73875
0189577c-3c46-7888-b6cf-ee28519f0672,wc,Beringius stimpsoni,,490767,73882
0189577c-3be4-7312-a942-80da5e00046c,wc,Beringius undatus,,490768,567279
0189577c-3b7f-7e7d-81b1-3d4857a7bac5,wc,Buccinum,,137701,73727
0189577c-3c16-7c99-83f7-41510d7a17fa,wc,Buccinum aleuticum,aleut whelk,490781,73771
0189577c-3c28-7fee-82df-ab65d5ec91fa,wc,Buccinum angulosum,angular whelk,138858,73728
0189577c-3c6c-7c4b-9101-fd42d19f6601,wc,Buccinum bulimuloideum,,490790,73751
0189577c-3c89-7395-bdea-6fb989887d54,wc,Buccinum castaneum,chestnut whelk,490792,73762
0189577c-3bdf-7734-bc61-0ed6373579a8,wc,Buccinum ciliatum,,138860,73776
0189577c-3bee-7f1b-b6f5-9a3a5adf4023,wc,Buccinum cnismatum,,491398,73746
0189577c-3bb6-739e-bc92-9f31a79ad365,wc,Buccinum eugrammatum,lirate whelk,490803,73747
0189577c-3c39-7457-93c5-ca99a653e3a6,wc,Buccinum fringillum,finch whelk,423195,73790
0189577c-3c18-7ebd-a010-31ae369f7339,wc,Buccinum glaciale,glacial whelk,138864,73754
0189577c-3c66-7668-8a9b-31f327dad0c0,wc,Buccinum ochotense,okhotsk whelk,490834,73785
0189577c-3cd2-7615-a700-9eaed746d69f,wc,Buccinum oedematum,swollen whelk,490835,73732
0189577c-3c6d-73bd-9598-820171d914d3,wc,Buccinum physematum,,423196,73753
0189577c-3c82-7e67-b084-651b9582d5d4,wc,Buccinum picturatum,,580863,73784
0189577c-3c8e-7e15-a917-4d73f53e7f9e,wc,Buccinum plectrum,sinuous whelk,160127,73777
0189577c-3bc7-7809-a1bb-99a629987290,wc,Buccinum polare,polar whelk,138873,656331
